SetNo,GameNo,PointNumber,ServerGamesWon,ReceiverGamesWon,ServerScore,ReceiverScore,ServerPointsWon,ReceiverPointsWon,ServerMomentum,ReceiverMomentum,ServerSetsWon,ReceiverSetsWon,GameDiff,SetDiff,PointDiff,MomentumDiff,IsBreakPoint,SetPressure,IsSecondServe,ServerWon
1,8,37,3,4,1,0,17,19,23,24,0,0,-1,0,-2,-1,0,2,1,0
4,1,202,0,0,2,0,95,106,105,164,1,2,0,-1,-11,-59,0,6,1,1
3,3,122,1,1,3,0,66,55,107,63,1,1,0,0,11,44,0,5,0,0
1,4,16,2,1,0,1,8,7,15,14,0,0,1,0,1,1,0,4,0,1
1,1,3,0,0,0,2,0,2,1,2,0,0,0,0,-2,-1,0,6,0,0
2,4,78,2,1,0,2,42,35,51,6,1,0,1,1,7,45,0,4,1,1
1,7,57,2,4,4,3,26,30,10,33,0,0,-2,0,-4,-23,0,2,1,1
2,11,105,5,5,0,0,51,53,102,126,0,1,0,-1,-2,-24,0,1,0,1
2,12,166,5,6,3,3,79,86,85,110,0,1,-1,-1,-7,-25,0,0,0,0
3,6,163,2,3,4,3,83,79,102,91,1,1,-1,0,4,11,0,3,1,0
2,5,77,2,2,3,1,31,45,20,66,0,1,0,-1,-14,-46,0,4,1,0
1,5,33,1,3,2,3,12,20,3,22,0,0,-2,0,-8,-19,1,3,1,0
2,3,106,1,1,1,1,54,51,52,30,1,0,0,1,3,22,0,5,1,1
1,8,49,3,4,3,0,24,24,35,35,0,0,-1,0,0,0,0,2,0,1
1,4,32,1,2,3,4,13,18,6,22,0,0,-1,0,-5,-16,1,4,1,0
3,7,145,2,4,3,4,57,87,9,170,0,2,-2,-2,-30,-161,1,2,0,1
2,5,101,2,2,3,3,46,54,59,100,0,1,0,-1,-8,-41,0,4,1,0
2,7,115,4,2,0,2,53,61,47,87,0,1,2,-1,-8,-40,0,2,0,1
3,6,183,5,0,2,1,98,84,149,70,1,1,5,0,14,79,0,1,0,0
1,13,84,6,6,3,3,43,40,67,53,0,0,0,0,3,14,0,0,0,0
1,2,10,0,1,2,2,3,6,5,16,0,0,-1,0,-3,-11,0,5,1,0
1,5,21,1,3,0,0,8,12,3,31,0,0,-2,0,-4,-28,0,3,0,1
2,9,152,4,4,1,0,77,74,84,71,1,0,0,1,3,13,0,2,1,1
1,13,71,6,6,2,3,33,37,41,50,0,0,0,0,-4,-9,1,0,0,1
1,3,23,0,2,3,3,8,14,7,34,0,0,-2,0,-6,-27,0,4,0,0
2,12,143,5,6,0,0,66,76,54,107,0,1,-1,-1,-10,-53,0,0,0,0
1,3,16,2,0,1,1,10,5,24,2,0,0,2,0,5,22,0,4,1,1
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1
1,5,33,2,2,2,1,16,16,16,24,0,0,0,0,0,-8,0,4,1,0
1,2,8,0,1,0,1,2,5,3,16,0,0,-1,0,-3,-13,0,5,1,1
2,6,88,4,1,0,1,50,37,98,35,1,0,3,1,13,63,0,2,0,0
1,5,24,2,2,0,1,9,14,7,22,0,0,0,0,-5,-15,0,4,0,1
1,4,19,1,2,1,0,9,9,17,16,0,0,-1,0,0,1,0,4,0,1
2,5,120,3,1,3,1,63,56,114,63,1,0,2,1,7,51,0,3,0,1
4,7,212,2,4,0,0,117,94,214,126,2,1,-2,1,23,88,0,2,0,0
1,6,43,2,3,1,1,19,23,24,36,0,0,-1,0,-4,-12,0,3,1,0
4,1,174,4,6,0,0,86,87,121,147,1,2,-2,-1,-1,-26,0,0,0,1
1,10,51,4,5,0,1,25,25,28,26,0,0,-1,0,0,2,0,1,1,1
2,1,71,0,0,0,2,36,34,35,26,1,0,0,1,2,9,0,6,1,1
2,7,144,4,2,1,0,76,67,82,55,0,1,2,-1,9,27,0,2,1,1
2,3,102,1,1,0,0,53,48,72,47,1,0,0,1,5,25,0,5,0,0
3,11,174,5,5,2,2,88,85,123,124,1,1,0,0,3,-1,0,1,0,0
4,6,211,1,4,3,2,107,103,159,162,2,1,-3,1,4,-3,0,2,0,1
1,5,36,2,2,0,0,17,18,11,16,0,0,0,0,-1,-5,0,4,0,0
1,3,13,1,1,2,1,6,6,10,12,0,0,0,0,0,-2,0,5,1,1
1,5,34,2,2,2,2,17,16,22,27,0,0,0,0,1,-5,0,4,0,1
1,7,48,5,1,3,1,31,16,57,6,0,0,4,0,15,51,0,1,0,1
1,7,49,2,4,3,2,20,28,15,48,0,0,-2,0,-8,-33,0,2,1,1
2,4,68,0,3,2,1,38,29,59,27,1,0,-3,1,9,32,0,3,0,1
2,9,155,4,4,3,2,76,78,97,102,1,0,0,1,-2,-5,0,2,1,1
1,5,24,2,2,0,1,11,12,13,21,0,0,0,0,-1,-8,0,4,1,1
4,11,257,5,5,2,1,124,132,172,207,1,2,0,-1,-8,-35,0,1,0,1
3,6,125,2,3,1,0,48,76,19,149,0,2,-1,-2,-28,-130,0,3,0,1
2,5,82,2,2,0,0,36,45,21,71,0,1,0,-1,-9,-50,0,4,0,1
1,6,31,3,2,0,2,16,14,38,33,0,0,1,0,2,5,0,3,1,0
2,5,86,1,3,2,1,35,50,2,70,0,1,-2,-1,-15,-68,0,3,0,0
1,5,32,2,2,0,0,16,15,26,19,0,0,0,0,1,7,0,4,0,1
3,6,186,3,2,2,1,101,84,170,93,2,0,1,2,17,77,0,3,1,1
2,2,60,0,1,1,3,31,28,35,23,1,0,-1,1,3,12,1,5,0,1
3,4,172,2,1,0,1,83,88,77,98,0,2,1,-2,-5,-21,0,4,0,1
4,6,244,2,3,3,1,127,116,180,134,2,1,-1,1,11,46,0,3,1,0
1,4,21,2,1,0,0,12,8,29,6,0,0,1,0,4,23,0,4,0,0
3,3,128,1,1,0,0,58,69,71,105,1,1,0,0,-11,-34,0,5,1,0
3,3,119,2,0,1,2,58,60,118,120,1,1,2,0,-2,-2,0,4,1,0
1,4,25,2,1,1,0,14,10,19,9,0,0,1,0,4,10,0,4,1,0
2,3,60,0,2,0,0,22,37,16,68,0,1,-2,-1,-15,-52,0,4,1,0
2,3,80,2,0,3,2,37,42,24,46,0,1,2,-1,-5,-22,0,4,1,0
1,4,18,3,0,0,0,12,5,28,1,0,0,3,0,7,27,0,3,1,1
4,1,213,0,0,1,0,113,99,151,70,2,1,0,1,14,81,0,6,1,1
3,7,158,3,3,1,0,78,79,104,105,1,1,0,0,-1,-1,0,3,1,0
1,5,28,3,1,0,0,17,10,24,1,0,0,2,0,7,23,0,3,0,0
2,4,90,1,2,0,0,47,42,67,43,1,0,-1,1,5,24,0,4,1,0
1,6,32,2,3,3,1,16,15,31,35,0,0,-1,0,1,-4,0,3,1,1
2,8,112,3,4,3,4,49,62,29,92,0,1,-1,-1,-13,-63,1,2,1,0
2,8,86,4,3,2,0,49,36,98,34,1,0,1,1,13,64,0,2,1,1
4,6,219,2,3,1,0,98,120,97,184,1,2,-1,-1,-22,-87,0,3,1,1
1,3,18,1,1,0,0,8,9,14,5,0,0,0,0,-1,9,0,5,0,0
4,8,223,3,4,1,0,103,119,169,239,1,2,-1,-1,-16,-70,0,2,0,1
1,10,58,5,4,1,0,30,27,41,35,0,0,1,0,3,6,0,1,0,0
1,5,38,1,3,3,0,17,20,21,37,0,0,-2,0,-3,-16,0,3,0,0
2,1,49,0,0,0,2,30,18,60,4,1,0,0,1,12,56,0,6,1,0
2,4,86,1,2,2,2,38,47,37,67,0,1,-1,-1,-9,-30,0,4,0,1
1,7,35,3,3,1,1,15,19,27,43,0,0,0,0,-4,-16,0,3,0,1
1,6,36,2,3,2,1,16,19,20,36,0,0,-1,0,-3,-16,0,3,0,1
2,10,101,5,4,2,1,57,43,109,37,1,0,1,1,14,72,0,1,1,1
1,12,64,6,5,1,2,32,31,53,46,0,0,1,0,1,7,0,0,1,0
2,13,134,6,6,6,3,62,71,83,132,0,1,0,-1,-9,-49,0,0,0,0
5,3,271,1,1,3,0,133,137,118,173,2,2,0,0,-4,-55,0,5,0,1
2,2,56,0,1,0,0,33,22,50,15,1,0,-1,1,11,35,0,5,0,0
1,1,2,0,0,0,1,0,1,0,3,0,0,0,0,-1,-3,0,6,0,1
2,11,121,5,5,3,3,57,63,56,82,0,1,0,-1,-6,-26,0,1,1,0
2,3,64,2,0,0,0,37,26,65,10,1,0,2,1,11,55,0,4,0,1
1,8,44,5,2,2,0,28,15,50,1,0,0,3,0,13,49,0,1,0,1
2,5,69,3,1,2,2,44,24,71,1,1,0,2,1,20,70,0,3,0,1
2,6,113,2,3,1,0,60,52,104,51,1,0,-1,1,8,53,0,3,0,1
1,8,50,3,4,3,3,23,26,21,25,0,0,-1,0,-3,-4,0,2,1,1
2,5,97,2,2,3,0,54,42,101,53,1,0,0,1,12,48,0,4,1,0
2,6,74,2,3,3,2,41,32,68,37,1,0,-1,1,9,31,0,3,1,1
3,3,143,1,1,2,1,77,65,121,77,1,1,0,0,12,44,0,5,1,0
3,5,128,2,2,3,2,56,71,57,131,0,2,0,-2,-15,-74,0,4,0,0
2,2,80,1,0,3,3,37,42,38,61,0,1,1,-1,-5,-23,0,5,0,1
3,2,177,0,1,2,1,86,90,83,106,1,1,-1,0,-4,-23,0,5,1,1
1,2,10,1,0,3,2,7,2,11,5,0,0,1,0,5,6,0,5,0,1
5,2,243,0,1,2,2,122,120,153,160,2,2,-1,0,2,-7,0,5,0,0
3,1,108,0,0,2,1,45,62,37,135,0,2,0,-2,-17,-98,0,6,0,0
2,12,135,6,5,1,0,76,58,126,63,1,0,1,1,18,63,0,0,0,1
1,6,26,3,2,2,0,16,9,28,15,0,0,1,0,7,13,0,3,1,0
2,8,121,4,3,0,2,60,60,97,95,0,1,1,-1,0,2,0,2,0,1
2,1,72,0,0,3,4,30,41,20,70,0,1,0,-1,-11,-50,1,6,0,1
2,2,59,1,0,1,1,35,23,70,18,1,0,1,1,12,52,0,5,1,1
3,1,90,0,0,3,3,56,33,126,7,2,0,0,2,23,119,0,6,1,1
2,3,105,1,1,0,0,48,56,16,57,0,1,0,-1,-8,-41,0,5,0,0
1,10,70,4,5,4,3,33,36,36,44,0,0,-1,0,-3,-8,0,1,0,1
5,5,245,1,3,0,0,123,121,136,134,2,2,-2,0,2,2,0,3,0,1
2,4,90,1,2,3,2,37,52,51,114,0,1,-1,-1,-15,-63,0,4,0,0
3,7,180,3,3,0,0,90,89,136,139,1,1,0,0,1,-3,0,3,1,0
5,5,266,1,3,2,0,132,133,172,191,2,2,-2,0,-1,-19,0,3,0,1
2,1,99,7,6,0,0,50,48,54,43,1,0,1,1,2,11,0,-1,1,1
1,11,67,5,5,0,3,31,35,37,52,0,0,0,0,-4,-15,1,1,1,1
2,7,88,2,4,0,0,41,46,48,62,1,0,-2,1,-5,-14,0,2,0,1
1,7,35,3,3,2,2,18,16,23,24,0,0,0,0,2,-1,0,3,1,1
2,7,120,1,5,1,2,52,67,49,119,0,1,-4,-1,-15,-70,0,1,1,0
4,9,216,4,4,1,1,104,111,147,161,2,1,0,1,-7,-14,0,2,1,1
3,4,127,2,1,2,1,73,53,163,46,2,0,1,2,20,117,0,4,1,1
2,8,113,4,3,3,4,65,47,89,23,1,0,1,1,18,66,1,2,0,0
3,6,148,3,2,3,3,78,69,114,75,1,1,1,0,9,39,0,3,1,1
4,11,245,5,5,0,0,125,119,187,161,2,1,0,1,6,26,0,1,0,1
2,8,78,5,2,1,3,49,28,94,16,1,0,3,1,21,78,1,1,0,0
3,12,181,5,6,1,1,79,101,78,195,0,2,-1,-2,-22,-117,0,0,0,0
3,2,110,0,1,0,0,61,48,111,44,2,0,-1,2,13,67,0,5,1,0
5,4,320,3,0,2,1,169,150,229,144,2,2,3,0,19,85,0,3,0,0
1,1,3,0,0,1,1,1,1,1,2,0,0,0,0,0,-1,0,6,1,0
1,8,52,5,2,0,0,28,23,53,6,0,0,3,0,5,47,0,1,1,0
2,6,106,3,2,1,0,61,44,110,21,1,0,1,1,17,89,0,3,1,1
1,8,54,4,3,1,1,29,24,45,22,0,0,1,0,5,23,0,2,1,1
2,4,112,1,2,0,0,58,53,82,42,1,0,-1,1,5,40,0,4,0,1
1,5,27,2,2,2,0,15,11,26,15,0,0,0,0,4,11,0,4,1,1
3,10,203,5,4,3,2,111,91,214,121,2,0,1,2,20,93,0,1,1,0
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
3,7,139,3,3,1,2,79,59,162,55,2,0,0,2,20,107,0,3,1,1
4,11,208,5,5,1,2,91,116,96,170,1,2,0,-1,-25,-74,0,1,1,1
1,10,56,4,5,4,3,26,29,35,45,0,0,-1,0,-3,-10,0,1,0,1
2,7,96,2,4,3,0,47,48,58,73,1,0,-2,1,-1,-15,0,2,0,1
1,13,75,6,6,4,6,34,40,35,51,0,0,0,0,-6,-16,1,0,1,0
3,7,142,2,4,1,1,52,89,28,192,0,2,-2,-2,-37,-164,0,2,0,1
4,7,192,4,2,3,0,99,92,188,168,1,2,2,-1,7,20,0,2,1,1
2,9,147,5,3,1,0,79,67,122,64,1,0,2,1,12,58,0,1,1,0
3,4,119,1,2,0,0,65,53,118,56,2,0,-1,2,12,62,0,4,1,1
1,7,40,3,3,4,3,21,18,36,30,0,0,0,0,3,6,0,3,0,0
1,7,30,5,1,1,0,21,8,45,1,0,0,4,0,13,44,0,1,1,1
1,3,13,2,0,0,1,8,4,17,2,0,0,2,0,4,15,0,4,0,1
1,4,18,0,3,0,3,2,15,1,31,0,0,-3,0,-13,-30,1,3,0,0
2,7,120,3,3,2,0,60,59,104,86,1,0,0,1,1,18,0,3,0,0
1,9,46,5,3,0,1,22,23,43,38,0,0,2,0,-1,5,0,1,0,0
4,2,187,0,1,3,3,98,88,145,103,2,1,-1,1,10,42,0,5,0,0
5,13,308,6,6,0,1,153,154,214,208,2,2,0,0,-1,6,0,0,0,1
5,1,261,0,0,3,1,133,127,184,160,2,2,0,0,6,24,0,6,1,1
2,5,127,2,2,3,2,66,60,82,60,1,0,0,1,6,22,0,4,0,1
3,9,181,4,4,1,3,97,83,154,76,2,0,0,2,14,78,1,2,0,1
2,11,143,5,5,0,2,71,71,59,78,0,1,0,-1,0,-19,0,1,0,1
4,4,185,1,2,3,0,86,98,141,197,1,2,-1,-1,-12,-56,0,4,0,1
3,2,143,0,1,2,0,70,72,106,139,1,1,-1,0,-2,-33,0,5,1,1
3,13,201,6,6,5,1,103,97,193,188,1,1,0,0,6,5,0,0,0,1
4,3,204,1,1,3,1,108,95,191,142,2,1,0,1,13,49,0,5,1,1
2,2,69,1,0,3,2,37,31,74,34,1,0,1,1,6,40,0,5,0,1
3,3,139,1,1,0,2,62,76,27,104,0,2,0,-2,-14,-77,0,5,1,1
2,1,69,4,6,0,0,32,36,16,32,0,1,-2,-1,-4,-16,0,0,0,0
1,5,29,2,2,3,0,15,13,33,24,0,0,0,0,2,9,0,4,0,0
2,3,66,1,1,0,0,30,35,46,75,0,1,0,-1,-5,-29,0,5,0,1
1,3,10,0,2,0,0,1,8,1,15,0,0,-2,0,-7,-14,0,4,0,1
2,1,69,0,0,1,0,31,37,32,68,0,1,0,-1,-6,-36,0,6,0,1
3,5,143,3,1,3,0,76,66,110,85,1,1,2,0,10,25,0,3,0,0
3,3,124,1,1,1,0,68,55,115,44,2,0,0,2,13,71,0,5,1,0
1,3,20,2,0,3,3,13,6,26,7,0,0,2,0,7,19,0,4,0,1
2,9,100,4,4,4,3,42,57,53,107,0,1,0,-1,-15,-54,0,2,0,0
3,5,115,1,3,0,0,39,75,17,185,0,2,-2,-2,-36,-168,0,3,1,1
1,2,12,0,1,2,3,4,7,7,12,0,0,-1,0,-3,-5,1,5,0,1
4,6,199,3,2,0,0,103,95,193,142,2,1,1,1,8,51,0,3,1,0
4,2,223,0,1,0,0,117,105,170,116,2,1,-1,1,12,54,0,5,1,1
1,4,29,0,3,2,0,12,16,7,25,0,0,-3,0,-4,-18,0,3,0,1
2,3,74,1,1,0,0,34,39,18,49,0,1,0,-1,-5,-31,0,5,1,0
3,8,152,3,4,1,0,77,74,127,123,1,1,-1,0,3,4,0,2,1,1
1,9,58,5,3,3,2,33,24,50,13,0,0,2,0,9,37,0,1,1,0
2,3,82,1,1,0,0,44,37,58,14,1,0,0,1,7,44,0,5,1,0
1,10,64,4,5,2,2,32,31,36,34,0,0,-1,0,1,2,0,1,0,1
1,9,78,3,5,4,3,37,40,5,26,0,0,-2,0,-3,-21,0,1,1,0
1,4,17,0,3,2,0,4,12,9,29,0,0,-3,0,-8,-20,0,3,1,0
1,9,53,4,4,3,1,27,25,29,38,0,0,0,0,2,-9,0,2,1,1
3,8,194,5,2,4,3,106,87,136,47,1,1,3,0,19,89,0,1,1,1
1,5,29,0,4,0,0,9,19,2,36,0,0,-4,0,-10,-34,0,2,1,1
1,1,6,0,0,2,3,2,3,4,4,0,0,0,0,-1,0,1,6,1,0
2,3,62,1,1,2,1,37,24,81,21,1,0,0,1,13,60,0,5,1,1
1,2,7,0,1,1,0,2,4,2,5,0,0,-1,0,-2,-3,0,5,1,0
2,8,96,3,4,0,0,51,44,92,62,1,0,-1,1,7,30,0,2,0,1
1,4,15,1,2,0,1,4,10,9,22,0,0,-1,0,-6,-13,0,4,0,1
3,9,168,3,5,3,3,68,99,20,191,0,2,-2,-2,-31,-171,0,1,1,0
1,2,8,0,1,2,1,2,5,5,15,0,0,-1,0,-3,-10,0,5,0,1
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,1
4,7,259,3,3,4,3,128,130,182,199,2,1,0,1,-2,-17,0,3,1,1
2,12,171,5,6,2,2,82,88,79,103,0,1,-1,-1,-6,-24,0,0,0,0
4,5,193,1,3,2,0,89,103,120,187,1,2,-2,-1,-14,-67,0,3,0,1
3,4,139,0,3,1,0,74,64,110,54,2,0,-3,2,10,56,0,3,0,1
1,12,55,5,6,1,1,23,31,45,75,0,0,-1,0,-8,-30,0,0,0,1
2,6,99,1,4,3,3,46,52,83,89,1,0,-3,1,-6,-6,0,2,0,1
2,12,119,5,6,0,1,58,60,112,94,1,0,-1,1,-2,18,0,0,1,0
2,7,91,2,4,0,0,42,48,47,103,0,1,-2,-1,-6,-56,0,2,1,1
1,1,5,0,0,2,2,2,2,1,4,0,0,0,0,0,-3,0,6,0,1
2,2,59,1,0,1,2,34,24,72,18,1,0,1,1,10,54,0,5,0,1
4,1,193,0,0,0,2,90,102,77,148,1,2,0,-1,-12,-71,0,6,1,1
1,7,32,5,1,1,1,21,10,53,11,0,0,4,0,11,42,0,1,0,1
2,9,111,3,5,3,3,49,61,49,108,0,1,-2,-1,-12,-59,0,1,0,1
1,2,18,1,0,4,3,10,7,19,6,0,0,1,0,3,13,0,5,0,0
1,2,14,0,1,1,0,6,7,3,7,0,0,-1,0,-1,-4,0,5,0,1
1,3,29,1,1,1,1,14,14,13,15,0,0,0,0,0,-2,0,5,0,0
1,10,65,5,4,2,0,34,30,63,34,0,0,1,0,4,29,0,1,1,1
1,8,50,2,5,2,0,23,26,21,41,0,0,-3,0,-3,-20,0,1,0,1
5,1,246,0,0,1,1,116,129,138,189,2,2,0,0,-13,-51,0,6,1,1
1,9,45,4,4,3,0,23,21,35,27,0,0,0,0,2,8,0,2,1,1
5,2,289,0,1,2,1,144,144,197,209,2,2,-1,0,0,-12,0,5,1,1
3,7,169,2,4,2,3,74,94,100,196,0,2,-2,-2,-20,-96,1,2,0,1
4,13,227,6,6,6,3,119,107,187,121,2,1,0,1,12,66,0,0,1,1
3,1,117,0,0,3,4,62,54,82,58,1,1,0,0,8,24,1,6,0,1
1,10,70,4,5,2,1,34,35,49,48,0,0,-1,0,-1,1,0,1,0,0
4,6,248,2,3,2,0,119,128,195,246,1,2,-1,-1,-9,-51,0,3,0,1
2,1,63,0,0,4,3,27,35,38,72,0,1,0,-1,-8,-34,0,6,1,0
3,4,149,1,2,2,1,67,81,69,128,0,2,-1,-2,-14,-59,0,4,1,0
2,7,107,3,3,2,2,49,57,49,89,0,1,0,-1,-8,-40,0,3,1,0
1,4,22,1,2,3,0,10,11,20,15,0,0,-1,0,-1,5,0,4,1,0
5,6,300,3,2,3,1,143,156,176,207,2,2,1,0,-13,-31,0,3,0,1
4,6,218,1,4,2,1,99,118,133,212,1,2,-3,-1,-19,-79,0,2,1,0
3,8,150,5,2,2,3,86,63,159,29,2,0,3,2,23,130,1,1,0,1
2,12,119,5,6,0,3,54,64,39,87,0,1,-1,-1,-10,-48,1,0,1,1
2,9,125,3,5,2,1,62,62,69,83,1,0,-2,1,0,-14,0,1,1,1
3,6,188,3,2,0,0,98,89,153,122,1,1,1,0,9,31,0,3,0,0
2,1,54,0,0,4,3,33,20,62,4,1,0,0,1,13,58,0,6,0,1
2,8,105,5,2,2,1,60,44,105,29,1,0,3,1,16,76,0,1,0,1
1,6,36,1,4,3,1,16,19,23,42,0,0,-3,0,-3,-19,0,2,1,1
2,9,134,5,3,1,0,69,64,109,78,1,0,2,1,5,31,0,1,1,0
3,5,154,2,2,4,3,68,85,45,126,0,2,0,-2,-17,-81,0,4,0,0
3,7,198,5,1,1,1,105,92,152,90,1,1,4,0,13,62,0,1,0,0
4,12,314,5,6,1,0,161,152,233,181,2,1,-1,1,9,52,0,0,1,1
4,2,186,0,1,3,3,90,95,101,106,2,1,-1,1,-5,-5,0,5,0,1
2,7,101,1,5,3,3,40,60,9,118,0,1,-4,-1,-20,-109,0,1,1,1
1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0
2,6,80,2,3,0,0,43,36,41,17,1,0,-1,1,7,24,0,3,1,1
1,4,25,1,2,3,2,11,13,12,20,0,0,-1,0,-2,-8,0,4,1,1
2,7,113,5,1,0,0,58,54,35,23,0,1,4,-1,4,12,0,1,1,1
1,6,40,1,4,4,3,16,23,16,45,0,0,-3,0,-7,-29,0,2,1,1
3,2,161,0,1,2,1,85,75,96,73,1,1,-1,0,10,23,0,5,0,1
2,8,109,3,4,3,3,61,47,65,17,1,0,-1,1,14,48,0,2,0,1
1,6,31,4,1,2,0,21,9,48,10,0,0,3,0,12,38,0,2,1,1
3,8,204,5,2,3,4,108,95,163,112,1,1,3,0,13,51,1,1,0,1
3,4,140,1,2,3,3,71,68,94,88,1,1,-1,0,3,6,0,4,1,1
1,10,68,4,5,1,1,31,36,34,46,0,0,-1,0,-5,-12,0,1,0,1
3,6,134,2,3,2,3,59,74,37,79,1,1,-1,0,-15,-42,1,3,1,1
1,6,37,1,4,1,1,14,22,4,34,0,0,-3,0,-8,-30,0,2,0,1
1,6,39,2,3,2,3,16,22,17,38,0,0,-1,0,-6,-21,1,3,0,1
3,1,125,0,0,1,0,67,57,102,48,1,1,0,0,10,54,0,6,0,0
1,4,22,1,2,2,3,9,12,6,16,0,0,-1,0,-3,-10,1,4,1,1
2,5,80,3,1,0,0,37,42,59,68,0,1,2,-1,-5,-9,0,3,0,1
1,4,24,1,2,3,3,10,13,12,24,0,0,-1,0,-3,-12,0,4,0,1
2,2,62,0,1,2,0,35,26,56,18,1,0,-1,1,9,38,0,5,0,1
4,10,267,5,4,3,2,140,126,205,114,2,1,1,1,14,91,0,1,0,0
2,7,107,3,3,4,3,46,60,32,96,0,1,0,-1,-14,-64,0,3,0,1
2,2,51,0,1,3,3,29,21,44,11,1,0,-1,1,8,33,0,5,1,1
1,1,2,0,0,1,0,1,0,1,1,0,0,0,0,1,0,0,6,0,0
5,2,282,0,1,2,2,141,140,230,246,2,2,-1,0,1,-16,0,5,1,1
5,2,294,1,0,2,2,151,142,174,100,2,2,1,0,9,74,0,5,0,1
1,1,2,0,0,1,0,1,0,2,1,0,0,0,0,1,1,0,6,0,1
4,13,253,6,6,4,3,118,134,137,214,1,2,0,-1,-16,-77,0,0,0,1
1,2,10,1,0,1,3,5,4,10,4,0,0,1,0,1,6,1,5,0,0
2,10,139,5,4,2,2,71,67,92,59,1,0,1,1,4,33,0,1,0,1
1,3,19,2,0,3,4,12,6,19,5,0,0,2,0,6,14,1,4,1,0
2,2,72,1,0,1,0,38,33,78,27,1,0,1,1,5,51,0,5,1,1
5,7,284,4,2,0,0,147,136,289,250,2,2,2,0,11,39,0,2,0,1
2,6,84,3,2,1,0,43,40,54,48,0,1,1,-1,3,6,0,3,1,0
2,6,93,2,3,1,1,50,42,79,43,1,0,-1,1,8,36,0,3,1,1
2,5,129,2,2,3,3,64,64,80,88,0,1,0,-1,0,-8,0,4,1,1
1,5,39,1,3,2,1,18,20,21,22,0,0,-2,0,-2,-1,0,3,0,1
1,2,9,0,1,2,1,3,5,5,15,0,0,-1,0,-2,-10,0,5,1,1
2,10,121,4,5,0,0,59,61,85,111,0,1,-1,-1,-2,-26,0,1,1,1
2,5,78,2,2,2,3,30,47,24,80,0,1,0,-1,-17,-56,1,4,0,1
2,6,75,3,2,0,0,44,30,62,11,1,0,1,1,14,51,0,3,1,1
4,8,258,5,2,1,2,135,122,226,185,1,2,3,-1,13,41,0,1,0,0
1,7,40,3,3,1,0,20,19,33,34,0,0,0,0,1,-1,0,3,1,1
2,5,83,3,1,2,1,40,42,54,67,0,1,2,-1,-2,-13,0,3,1,1
2,3,95,1,1,0,0,43,51,37,73,0,1,0,-1,-8,-36,0,5,1,1
4,4,253,1,2,1,1,119,133,138,198,1,2,-1,-1,-14,-60,0,4,0,0
5,1,228,0,0,1,0,110,117,139,165,2,2,0,0,-7,-26,0,6,0,1
4,8,248,4,3,1,0,131,116,197,115,2,1,1,1,15,82,0,2,1,1
2,8,119,4,3,0,1,63,55,110,70,1,0,1,1,8,40,0,2,1,1
1,6,24,5,0,0,0,20,3,44,1,0,0,5,0,17,43,0,1,0,0
2,2,65,0,1,1,0,25,39,7,61,0,1,-1,-1,-14,-54,0,5,1,1
3,10,151,4,5,1,0,87,63,180,77,2,0,-1,2,24,103,0,1,0,1
4,5,205,2,2,4,3,101,103,109,134,1,2,0,-1,-2,-25,0,4,1,1
2,5,99,4,0,3,3,56,42,94,25,1,0,4,1,14,69,0,2,0,1
2,9,122,4,4,3,3,55,66,29,83,0,1,0,-1,-11,-54,0,2,0,1
3,2,104,0,1,1,0,54,49,46,59,1,1,-1,0,5,-13,0,5,1,0
4,5,232,1,3,3,2,105,126,142,253,1,2,-2,-1,-21,-111,0,3,0,1
3,7,138,3,3,0,1,71,66,118,98,1,1,0,0,5,20,0,3,1,0
2,1,83,0,0,1,2,40,42,67,58,1,0,0,1,-2,9,0,6,0,1
2,3,106,1,1,1,0,53,52,79,84,0,1,0,-1,1,-5,0,5,1,0
2,9,96,5,3,2,1,50,45,82,83,0,1,2,-1,5,-1,0,1,0,1
1,13,80,6,6,2,1,39,40,27,25,0,0,0,0,-1,2,0,0,1,0
3,1,125,7,6,0,0,71,53,149,68,2,0,1,2,18,81,0,-1,1,1
3,5,134,3,1,0,0,81,52,157,13,2,0,2,2,29,144,0,3,0,1
3,7,190,2,4,3,3,93,96,107,111,1,1,-2,0,-3,-4,0,2,1,1
4,8,217,3,4,1,1,108,108,197,211,1,2,-1,-1,0,-14,0,2,0,0
1,5,29,2,2,3,3,14,14,21,14,0,0,0,0,0,7,0,4,1,1
3,11,173,5,5,1,1,94,78,152,70,2,0,0,2,16,82,0,1,1,1
2,5,73,3,1,4,3,36,36,66,76,0,1,2,-1,0,-10,0,3,0,0
2,5,84,2,2,1,1,45,38,79,43,1,0,0,1,7,36,0,4,0,0
1,11,57,5,5,1,1,30,26,44,35,0,0,0,0,4,9,0,1,1,1
3,1,128,0,0,1,3,53,74,48,145,0,2,0,-2,-21,-97,1,6,1,1
3,7,155,3,3,0,0,77,77,91,88,1,1,0,0,0,3,0,3,0,0
2,4,96,0,3,3,2,41,54,11,63,0,1,-3,-1,-13,-52,0,3,1,1
